BIN,PCN,GROUP,PBM Name(HORIZON / CAREMARK / EXPRESS SCRIPTS / HUMANA / OPTUM / DREXI / EMPIRX / LIVINTI(SOUTHERN SCRIPTS) / COUPON) ,Payer Type(Medicare / Medicaid / Commercial / Coupon)
610020,TLDRX,99992541,Coupon,Coupon
610020,,99992546,Coupon,Coupon
610020,,99992548,Coupon,Coupon
610020,,99994071,Coupon,Coupon
610020,,99994205,Coupon,Coupon
610020,,99994245,Coupon,Coupon
610020,,99994296,Coupon,Coupon
610020,,99994457,Coupon,Coupon
610020,,99994485,Coupon,Coupon
610020,,99995391,Coupon,Coupon
610029,CRK,gskrx,Caremark,Commercial
610029,CRK,NYUNV,Caremark,Commercial
610029,CRK,RXNES,Caremark,Commercial
610029,CRK,RXPNC,Caremark,Commercial
610029,CRK,,Caremark,Commercial
610029,,NYUSM,Caremark,Commercial
610086,HEL,86300060,Coupon,Coupon
610086,HUN,86300010,Coupon,Coupon
610086,HUN,86300060,Coupon,Coupon
610086,HUN,863300010,Coupon,Coupon
610086,HUN,92481000,Coupon,Coupon
610086,HUN,94102010,Coupon,Coupon
610086,HUN,97000136,Coupon,Coupon
610086,VDZ,77147821,Coupon,Coupon
610086,,86300020,Coupon,Coupon
610086,,86300060,Coupon,Coupon
610086,,94102010,Coupon,Coupon
610097,9999,CCRX,Caremark,Commercial
610097,9999,COS,Caremark,Commercial
610097,9999,cos,Caremark,Commercial
610097,9999,MPDACUNJ,Optum,Medicaid
610097,9999,mpdacunj,Optum,Medicare
610097,9999,MPDCSP,Optum,Medicare
610097,9999,mpdcsp,Optum,Medicare
610097,9999,MPDURS,Optum,Medicare
610097,9999,PDPIND,Optum,Medicare
610097,9999,pdpind,Optum,Medicare
610097,9999,PDPLCE1,Optum,Medicare
610097,9999,pdplce1,Optum,Medicare
610097,9999,uawm,Optum,Medicare
610097,9999,,Optum,Medicare
610097,MPPP,COS,Optum,Medicare
610127,1960000,1963474,Caremark,Commercial
610127,1960000,1964230,Caremark,Commercial
610127,2330000,2330043,Caremark,Commercial
610127,2330000,2670001,Caremark,Commercial
610127,2330000,2670003,Caremark,Commercial
610127,1960000,1963126,Caremark,Commercial
610127,1960000,1963719,Caremark,Commercial
610127,1960000,1963757,Caremark,Commercial
610127,1960000,1963964,Caremark,Commercial
610127,1960000,1963966,Caremark,Commercial
610127,1960000,1964738,Caremark,Commercial
610127,1960000,1990007,Caremark,Commercial
610127,1990000,1990031,Caremark,Commercial
610127,2330000,2670003,Caremark,Commercial
610127,9999,2640003,Caremark,Commercial
610127,9999,2670001,Caremark,Commercial
610210,PRX,FCMKT,Coupon,Coupon
610212,,10060699RW02518,Express Scripts,Commercial
610212,,60020532RW50870,Express Scripts,Commercial
610212,,60020532RW51101,Express Scripts,Commercial
610235,WRK,RXWNY09GLN,Express Scripts,Commercial
610239,FEPRX,65006500,Caremark,Commercial
610268,PHXM,TL945WF,Caremark,Commercial
610268,PHXM,TL945wf,Coupon,Coupon
610268,PHXM,TLP45WF,Coupon,Coupon
610268,PHXM,,Coupon,Coupon
610279,7777,EXCNC,Optum,Commercial
610279,7777,EXCNJ,Optum,Commercial
610279,7777,excnj,Optum,Commercial
610279,7777,EXCSC,Optum,Commercial
610279,7777,UNITEDRX,Optum,Commercial
610279,7777,,Optum,Commercial
610279,9999,CODRPLAN,Optum,Medicare
610279,9999,EXCNJ,Optum,Medicare
610279,9999,SRS,Optum,Medicare
610279,9999,U0142290,Optum,Commercial
610279,9999,U0186359,Optum,Commercial
610279,9999,U0730574,Optum,Commercial
610279,9999,u0742781,Optum,Commercial
610279,9999,U0905531,Optum,Commercial
610279,9999,U0918622,Optum,Commercial
610279,9999,U0919194,Optum,Commercial
610279,9999,U0928305,Optum,Commercial
610279,9999,U0933715,Optum,Commercial
610279,9999,U0936208,Optum,Commercial
610279,9999,UGRI,Optum,Commercial
610279,9999,ugri,Optum,Commercial
610279,9999,UHC,Optum,Commercial
610279,9999,UHCBIND,Optum,Commercial
610279,9999,UHCSTRC01,Optum,Commercial
610279,9999,uhcstrc01,Optum,Commercial
610279,9999,UHEALTH,Optum,Commercial
610279,9999,uhealth,Optum,Commercial
610279,9999,UHEALTHTWINS,Optum,Commercial
610279,9999,UNITEDRX,Optum,Commercial
610279,9999,unitedrx,Optum,Commercial
610279,9999,USHG,Optum,Commercial
610279,9999,,Optum,Commercial
610315,RXA279,13075,Express Scripts,Commercial
610315,RXA279,13076,Express Scripts,Commercial
610315,RXA279,4000083,Express Scripts,Commercial
610315,RXA279,amazon,Express Scripts,Commercial
610315,RXA279,Amazon2,Express Scripts,Commercial
610315,RXA279,AMAZON2,Express Scripts,Commercial
610315,RXA279,amazon2,Express Scripts,Commercial
610315,RXA279,,Caremark,Medicare
610415,,BA019999,Caremark,Medicare
610415,,NJP,Caremark,Medicare
610455,HMHS,10266146,Horizon ,Commercial
610455,HMHS,10430314,Horizon ,Commercial
610455,HMHS,10539892,Horizon ,Commercial
610455,NY4000,pdp,Horizon ,Medicare
610455,NY4000,PDP,Horizon ,Medicare
610455,RXNEB,M23388579110944,Horizon ,Commercial
610455,RXNEB,M238136S4109866,Horizon ,Commercial
610455,RXNEB,M240957B5109866,Horizon ,Commercial
610494,4343,AMNJ,Optum,Medicaid
610494,4343,amnj,Optum,Medicaid
610494,4343,,Optum,Medicaid
610494,9999,AMEX,Optum,Medicaid
610494,9999,AMNJ,Optum,Medicaid
610494,9999,CURX,Optum,Medicaid
610494,9999,ETRX,Optum,Medicaid
610494,9999,HARTX,Optum,Medicaid
610494,9999,HCLRX,Optum,Medicaid
610494,9999,LABCORP,Optum,Commercial
610494,9999,LOCAL813,Optum,Commercial
610494,9999,LOTSRX,Optum,Commercial
610494,9999,MPDURS,Optum,Commercial
610494,9999,PRUWRX,Optum,Commercial
610494,9999,rjfrx,Optum,Commercial
610494,9999,RJFRX,Optum,Commercial
610494,9999,RX7970,Optum,Commercial
610494,9999,THC522,Optum,Commercial
610494,9999,wpprx,Optum,Commercial
610494,9999,WPPRX,Optum,Commercial
610494,9999,,Optum,Medicaid
610494,AMNJ,CURX,Optum,Medicaid
610494,AMNJ,gehealth,Optum,Commercial
610502,670000,1.74996E+13,Caremark,Commercial
610502,670000,RX7700,Caremark,Commercial
610502,670000,RX7704,Caremark,Commercial
610502,670000,RX7710,Caremark,Commercial
610502,670000,RX775A,Caremark,Commercial
610502,670000,RXAETD,Caremark,Commercial
610502,670000,,Caremark,Commercial
610502,1811656622,,Caremark,Commercial
610502,670000,175454,Caremark,Commercial
610502,670000,17545434108,Caremark,Commercial
610502,670000,1.89607E+14,Caremark,Commercial
610502,670000,237571,Caremark,Commercial
610502,670000,4.72419E+13,Caremark,Commercial
610502,670000,68613435103,Caremark,Commercial
610502,670000,68616434103,Caremark,Commercial
610502,670000,890436-35-104,Caremark,Commercial
610502,670000,RX7700,Caremark,Commercial
610502,670000,rx7700,Caremark,Commercial
610502,670000,RX7704,Caremark,Commercial
610502,670000,rx7704,Caremark,Commercial
610502,670000,RX7705,Caremark,Commercial
610502,670000,RX7710,Caremark,Commercial
610502,670000,RX7720,Caremark,Commercial
610502,670000,RX775A,Caremark,Commercial
610502,670000,RX7760,Caremark,Commercial
610502,670000,,Caremark,Commercial
610502,7777,0687226100700-F,Caremark,Commercial
610502,7777,RX7700,Caremark,Commercial
610502,7777,RX7704,Caremark,Commercial
610502,7777,,Caremark,Medicare
610502,MEDDADV,RX7117,Caremark,Medicare
610502,MEDDADV,RX8556,Caremark,Medicare
610502,MEDDADV,RX8712,Caremark,Medicare
610502,MEDDADV,RXCVSD,Caremark,Medicare
610502,MEDDADV,,Caremark,Medicare
610502,MEDDAET,rxaetd,Caremark,Medicare
610502,MEDDAET,RXAETD,Caremark,Medicare
610502,MEDDAET,,Caremark,Medicare
610502,PARTBAET,670000,Caremark,Medicare
610502,PARTBAET,100024,Caremark,Medicare
610502,PARTBAET,,Caremark,Medicare
610502,,1.41405E+13,Caremark,Commercial
610502,,1.61524E+13,Caremark,Commercial
610502,,1707271001,Caremark,Commercial
610502,,8.68696E+13,Caremark,Commercial
610502,,,Caremark,Commercial
610515,9999,COS,Caremark,Medicaid
610515,9999,MPDACUNJ,Caremark,Medicare
610515,9999,mpdacunj,Caremark,Medicare
610515,ADDP,,Caremark,Medicaid
610515,NJP8818941,,Caremark,Medicaid
610515,NJP8870985,,Caremark,Medicaid
610515,PAAD,2FGA,Caremark,Medicare
610515,PAAD,NYEPIC,Caremark,Medicare
610515,PAAD,,Caremark,Medicare
610515,,,Caremark,Commercial
610524,1016,40026479,Express Scripts,Commercial
610524,1016,40027189,Express Scripts,Commercial
610524,1016,40028143,Express Scripts,Commercial
610524,1016,50777802,Express Scripts,Commercial
610524,LOYALTY,40027189,Express Scripts,Commercial
610524,LOYALTY,50772458,Express Scripts,Commercial
610524,LOYALTY,50776822,Express Scripts,Commercial
610524,LOYALTY,50776825,Express Scripts,Commercial
610524,LOYALTY,50776882,Express Scripts,Commercial
610524,LOYALTY,50777450,Express Scripts,Commercial
610524,LOYALTY,50777459,Express Scripts,Commercial
610524,LOYALTY,50777589,Express Scripts,Commercial
610524,LOYALTY,50777720,Express Scripts,Commercial
610524,LOYALTY,507777283,Express Scripts,Commercial
610524,LOYALTY,50777751,Express Scripts,Commercial
610524,LOYALTY,50777780,Express Scripts,Commercial
610524,LOYALTY,50777802,Express Scripts,Commercial
610524,LOYALTY,50777930,Express Scripts,Commercial
610524,LOYALTY,50777934,Express Scripts,Commercial
610524,LOYALTY,50777945,Express Scripts,Commercial
610524,LOYALTY,50778026,Express Scripts,Commercial
610524,LOYALTY,50778083,Express Scripts,Commercial
610524,LOYALTY,50778094,Express Scripts,Commercial
610524,LOYALTY,50778117,Express Scripts,Commercial
610524,LOYALTY,50778120,Express Scripts,Commercial
610524,LOYALTY,50778142,Express Scripts,Commercial
610524,LOYALTY,50778164,Express Scripts,Commercial
610524,LOYALTY,50778194,McKesson,Commercial
610524,LOYALTY,50778195,McKesson,Commercial
610524,LOYALTY,50778200,McKesson,Commercial
610524,LOYALTY,50778236,McKesson,Commercial
610524,LOYALTY,loyalty,McKesson,Commercial
610575,890000,,Caremark,Commercial
610591,ADV,RX8829,Caremark,Medicaid
610591,ADV,rx8829,Caremark,Medicaid
610591,ADV,,Caremark,Medicaid 
610591,,RX8829,Caremark,Medicaid 
610591,,,Caremark,Medicaid
610593,VA,hac,OptumRx,Government/Military
610600,AS,349,AlphaScrip,Commercial
610600,AS,388,AlphaScrip,Commercial
610602,EGWP,PNW801,Navitus,Medicare
610602,NVT,PNW,Navitus,Commercial
610602,NVT,TCFA,Navitus,Commercial
610602,NVT,twr,Navitus,Commercial
610602,NVT,WRTA,Navitus,Commercial
610602,NVT,WVM,Navitus,Commercial
610606,HMC,AMNJ,Caremark,Medicaid
610606,HMC,HORIZON,Caremark,Medicaid
610606,HMC,horizon,Caremark,Medicaid
610606,HMC,Horizon,Caremark,Medicaid
610606,HMC,HORiZON,Caremark,Medicaid
610606,HMC,MERCYNJ,Caremark,Medicaid
610606,HMC,,Caremark,Medicaid
610606,HMC  HEL,HORIZON,Caremark,Medicaid
610606,HMC  HEL,horizon,Caremark,Medicaid
610606,HZRX,788257,Caremark,Medicaid
610606,HZRX,RX8556,Caremark,Medicaid
610606,HZRX,rx8829,Caremark,Medicaid
610606,HZRX,RXAETD,Caremark,Medicaid
610606,HZRX,RXCVSD,Caremark,Medicaid
610606,HZRX,UNITEDRX,Caremark,Medicaid
610606,HZRX,,Caremark,Medicaid
610606,,horizon,Caremark,Medicaid
610652,82266461,AARP,OptumRx,Coupon
610652,82266461,,OptumRx,Coupon
610709,HUN,USAT317,Humana,Medicare
610711,SUN,65006500,Humana(MedImpact),Medicare
610711,SUN,AMNJ,Humana(MedImpact),Medicaid
610711,SUN,hplllnn,Humana(MedImpact),Medicaid
610711,SUN,hpllnn,Humana(MedImpact),Medicaid
610711,SUN,HPLLNN,Humana(MedImpact),Medicaid
610711,SUN,Hpllnn,Humana(MedImpact),Medicaid
610711,SUN,hpllnnn,Humana(MedImpact),Medicaid
610711,SUN,hplnn,Humana(MedImpact),Medicaid
610711,SUN,HPLNN,Humana(MedImpact),Medicaid
610711,SUN,hplnnn,Humana(MedImpact),Medicaid
610711,SUN,HPPGG,Humana(MedImpact),Medicaid
610711,SUN,HPPLLNN,Humana(MedImpact),Medicaid
610711,SUN,HPPRRGG,Humana(MedImpact),Medicaid
610711,SUN,hprrg,Humana(MedImpact),Medicaid
610711,SUN,HPRRG,Humana(MedImpact),Medicaid
610711,SUN,hprrg+6g,Humana(MedImpact),Medicaid
610711,SUN,hprrgg,Humana(MedImpact),Medicaid
610711,SUN,HPRRGG,Humana(MedImpact),Medicaid
610711,SUN,Hprrgg,Humana(MedImpact),Medicaid
610711,SUN,hprrggg,Humana(MedImpact),Medicaid
610711,SUN,hprrpp,Humana(MedImpact),Medicaid
610711,SUN,HRPPGG,Humana(MedImpact),Medicaid
610711,SUN,HRPPPGG,Humana(MedImpact),Medicaid
610711,SUN,,Humana(MedImpact),Medicaid
610852,2001,JD160,Capital Rx,Coupon
610852,2001,JD52,Capital Rx,Coupon
610852,2001,RXPB13,Capital Rx,Coupon
610852,2001,WCSEB4105,Capital Rx,Coupon
610852,2001,WCSUF6001,Capital Rx,Coupon
610852,2001,WCTON1001,Capital Rx,Coupon
610852,2001,wcztl5013,Capital Rx,Coupon
610852,2001,WCZTL5013,Capital Rx,Coupon
610852,2001,,Capital Rx,Coupon
610852,CAPLRX,caplrx17,Capital Rx,Commercial
610852,CAPLRX,jd318,Capital Rx,Commercial
610852,CAPLRX,jd98,Capital Rx,Commercial
610852,CAPLRX,lo8705,Capital Rx,Commercial
610852,CAPLRX,RES00101,Capital Rx,Commercial
610852,CAPLRX,RXPB13,Capital Rx,Commercial
610852,CAPLRX,wcztl5013,Capital Rx,Commercial
610852,CHM,caplrx17,Capital Rx,Commercial
610852,CHM,caplrx7,Capital Rx,Commercial
610852,CHM,JD142,Capital Rx,Commercial
610852,CHM,jd160,Capital Rx,Commercial
610852,CHM,JD160,Capital Rx,Commercial
610852,CHM,JD184,Capital Rx,Commercial
610852,CHM,JD197,Capital Rx,Commercial
610852,CHM,jd204,Capital Rx,Commercial
610852,CHM,JD204,Capital Rx,Commercial
610852,CHM,JD216,Capital Rx,Commercial
610852,CHM,jd218,Capital Rx,Commercial
610852,CHM,jd286,Capital Rx,Commercial
610852,CHM,JD287,Capital Rx,Commercial
610852,CHM,jd298,Capital Rx,Commercial
610852,CHM,JD312,Capital Rx,Commercial
610852,CHM,jd52,Capital Rx,Commercial
610862,RWRX,3341194oapi3,Rightway Healthcare,Commercial
610862,RWRX,50027,Rightway Healthcare,Commercial
610862,RWRX,50047,Rightway Healthcare,Commercial
610862,RWRX,50087,Rightway Healthcare,Commercial
610862,RWRX,50219,Rightway Healthcare,Commercial
610862,RWRX,50220,Rightway Healthcare,Commercial
610862,RWRX,50248,Rightway Healthcare,Commercial
610862,RWRX,50257,Rightway Healthcare,Commercial
610862,RWRX,62000,Rightway Healthcare,Commercial
610862,RWRX,64002,Rightway Healthcare,Commercial
637765,AS,349,EnvisionRx/Elixir Solutions,Coupon
637765,AS,481,EnvisionRx/Elixir Solutions,Coupon
637765,AS,495,EnvisionRx/Elixir Solutions,Coupon
637765,AS,507,EnvisionRx/Elixir Solutions,Coupon
637765,AS,912,EnvisionRx/Elixir Solutions,Coupon
637765,AS,919,EnvisionRx/Elixir Solutions,Coupon
637765,CRX,99992002,MedOne/ConnectiveRx,Coupon
637765,CRX,BSHACC01,MedOne/ConnectiveRx,Coupon
637765,CRX,PHEX1001,MedOne/ConnectiveRx,Coupon
637765,CRX,phex1001,MedOne/ConnectiveRx,Coupon
637765,CRX,RXBD1001,MedOne/ConnectiveRx,Coupon
637765,CRX,TCSCNL1,MedOne/ConnectiveRx,Coupon
637765,CRX,TCSNEXT1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcsnext1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcsolosec1,MedOne/ConnectiveRx,Coupon
637765,CRX,TCSOLOSEC1,MedOne/ConnectiveRx,Coupon
637765,CRX,TCSTLCA1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcwcnl1,MedOne/ConnectiveRx,Coupon
637765,CRX,TCWCNL1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcwcnL1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcwfer1,MedOne/ConnectiveRx,Coupon
637765,CRX,TCWGEM1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcwgem1,MedOne/ConnectiveRx,Coupon
637765,CRX,tcwmre1,MedOne/ConnectiveRx,Coupon
6558,HCP  HUN,1210t003,Humana,Medicaid
6558,HDN,AWPHILA,Humana,Medicaid
6558,HDN,YURA,Humana,Medicaid
800004,8126,10003474,Optum,Commercial
800004,,,Optum,Commercial
87726,1990000,00308A0002,Optum,Commercial
87726,1990000,OXFRDHP,Optum,Commercial
87726,1990000,,Optum,Commercial
8878,TCN,RXPB3,Optum,Commercial
8878,TCN,UHH0100,Optum,Commercial
8878,TCN,uhh0376,Optum,Commercial
8878,TCN,UHH0376,Optum,Commercial
8878,WDRX,20761,Optum,Commercial
8878,WDRX,rwtfrklnh,Optum,Commercial
9430,HUN,pro21000,Optum,Commercial
9430,VCTY,sosilver,Optum,Commercial
9430,,PRO21000,Optum,Commercial
9430,,pro21000,Optum,Commercial
NJM,,,Optum,Commercial
PIP,1,,Optum,Commercial
VAC CL,,,Optum,Commercial
610014,PEU,LEHBRXS,Express Scripts,Commercial
610014,PEU,LNERX01,Express Scripts,Commercial
610014,PEU,LOCAL74,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343171,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343172,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343177,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343181,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343303,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343337,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343868,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343897,Express Scripts,Commercial
17010,0215COMM,CIGUG0003343980,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344316,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344327,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344388,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344528,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344946,Express Scripts,Commercial
17010,0215COMM,CIGUG0003344973,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345111,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345209,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345261,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345358,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345399,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345409,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345675,Express Scripts,Commercial
17010,0215COMM,CIGUG0003345902,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346052,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346137,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346236,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346442,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346458,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346485,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346502,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346589,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346590,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346688,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346721,Express Scripts,Commercial
17010,0215COMM,CIGUG0003346818,Express Scripts,Commercial
17010,0216INTL,NR8A,Express Scripts,Commercial
17010,0216INTL,P46A,Express Scripts,Commercial
17010,0518GWH,183115,Express Scripts,Commercial
17010,0518GWH,3337298,Express Scripts,Commercial
17010,0518GWH,3341386,Express Scripts,Commercial
17010,0518GWH,3344619,Express Scripts,Commercial
17010,0518GWH,3345625,Express Scripts,Commercial
17010,0518GWH,620383,Express Scripts,Commercial
17010,0518GWH,620454,Express Scripts,Commercial
17010,0518GWH,621328,Express Scripts,Commercial
17010,0518GWH,622475,Express Scripts,Commercial
17010,0518GWH,623946,Express Scripts,Commercial
17010,0518GWH,627328,Express Scripts,Commercial
17010,0518GWH,627737,Express Scripts,Commercial
17010,0518GWH,629630,Express Scripts,Commercial
17010,0518GWH,635361,Express Scripts,Commercial
17010,0518GWH,636932,Express Scripts,Commercial
17010,0518GWH,638396,Express Scripts,Commercial
17010,0518GWH,653664,Express Scripts,Commercial
17010,0518GWH,656789,Express Scripts,Commercial
17010,0518GWH,657657,Express Scripts,Commercial
17010,0518GWH,660637,Express Scripts,Commercial
17010,0518GWH,CIGUG0000608372,Express Scripts,Commercial
17010,0518GWH,CIGUG0000611281,Express Scripts,Commercial
17010,0518GWH,CIGUG0000612146,Express Scripts,Commercial
17010,0518GWH,CIGUG0000612839,Express Scripts,Commercial
17010,0518GWH,CIGUG0000612842,Express Scripts,Commercial
17010,0518GWH,CIGUG0000616397,Express Scripts,Commercial
17010,0518GWH,CIGUG0000616520,Express Scripts,Commercial
17010,0518GWH,CIGUG0000616677,Express Scripts,Commercial
17010,0518GWH,CIGUG0000618367,Express Scripts,Commercial
17010,0518GWH,CIGUG0000619341,Express Scripts,Commercial
17010,0518GWH,CIGUG0000620383,Express Scripts,Commercial
17010,0518GWH,CIGUG0000623702,Express Scripts,Commercial
17010,0518GWH,CIGUG0000623946,Express Scripts,Commercial
17010,0518GWH,CIGUG0000624098,Express Scripts,Commercial
17010,0518GWH,CIGUG0000624116,Express Scripts,Commercial
17010,0518GWH,CIGUG0000625153,Express Scripts,Commercial
17010,0518GWH,CIGUG0000625378,Express Scripts,Commercial
17010,0518GWH,CIGUG0000625498,Express Scripts,Commercial
17010,0518GWH,CIGUG0000626304,Express Scripts,Commercial
17010,0518GWH,CIGUG0000626890,Express Scripts,Commercial
17010,0518GWH,CIGUG0000626986,Express Scripts,Commercial
17010,0518GWH,CIGUG0000627328,Express Scripts,Commercial
17010,0518GWH,CIGUG0000627578,Express Scripts,Commercial
17010,0518GWH,CIGUG0000627737,Express Scripts,Commercial
17010,0518GWH,CIGUG0000628976,Express Scripts,Commercial
17010,0518GWH,CIGUG0000630334,Express Scripts,Commercial
17010,0518GWH,CIGUG0000630793,Express Scripts,Commercial
17010,0518GWH,CIGUG0000632032,Express Scripts,Commercial
17010,0518GWH,CIGUG0000632299,Express Scripts,Commercial
17010,0518GWH,CIGUG0000633962,Express Scripts,Commercial
17010,0518GWH,CIGUG0000634022,Express Scripts,Commercial
17010,0518GWH,CIGUG0000634404,Express Scripts,Commercial
17010,0518GWH,CIGUG0000634643,Express Scripts,Commercial
17010,0518GWH,CIGUG0000635552,Express Scripts,Commercial
17010,0518GWH,CIGUG0000636020,Express Scripts,Commercial
17010,0518GWH,CIGUG0000636071,Express Scripts,Commercial
17010,0518GWH,CIGUG0000636166,Express Scripts,Commercial
17010,0518GWH,CIGUG0000636303,Express Scripts,Commercial
17010,0518GWH,CIGUG0000636932,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637313,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637337,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637581,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637661,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637726,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637849,Express Scripts,Commercial
17010,0518GWH,CIGUG0000637951,Express Scripts,Commercial
17010,0518GWH,CIGUG0000638228,Express Scripts,Commercial
17010,0518GWH,CIGUG0000638352,Express Scripts,Commercial
17010,0518GWH,CIGUG0000638377,Express Scripts,Commercial
17010,0518GWH,CIGUG0000638527,Express Scripts,Commercial
17010,0518GWH,CIGUG0000639034,Express Scripts,Commercial
17010,0518GWH,CIGUG0000639170,Express Scripts,Commercial
17010,0518GWH,CIGUG0000650793,Express Scripts,Commercial
17010,0518GWH,CIGUG0000650949,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651414,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651425,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651439,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651473,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651630,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651676,Express Scripts,Commercial
17010,0518GWH,CIGUG0000651911,Express Scripts,Commercial
17010,0518GWH,CIGUG0000652038,Express Scripts,Commercial
17010,0518GWH,CIGUG0000652247,Express Scripts,Commercial
17010,0518GWH,CIGUG0000652510,Express Scripts,Commercial
17010,0518GWH,CIGUG0000653151,Express Scripts,Commercial
17010,0518GWH,CIGUG0000653431,Express Scripts,Commercial
17010,0518GWH,CIGUG0000654018,Express Scripts,Commercial
17010,0518GWH,CIGUG0000654252,Express Scripts,Commercial
17010,0518GWH,CIGUG0000654324,Express Scripts,Commercial
17010,0518GWH,CIGUG0000654478,Express Scripts,Commercial
17010,0518GWH,CIGUG0000654811,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655223,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655335,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655423,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655659,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655794,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655903,Express Scripts,Commercial
17010,0518GWH,CIGUG0000655932,Express Scripts,Commercial
17010,0518GWH,CIGUG0000656475,Express Scripts,Commercial
17010,0518GWH,CIGUG0000656859,Express Scripts,Commercial
17010,0518GWH,CIGUG0000657169,Express Scripts,Commercial
17010,0518GWH,CIGUG0000657287,Express Scripts,Commercial
17010,0518GWH,CIGUG0000657689,Express Scripts,Commercial
17010,0518GWH,CIGUG0000657975,Express Scripts,Commercial
17010,0518GWH,CIGUG0000658859,Express Scripts,Commercial
17010,0518GWH,CIGUG0000659032,Express Scripts,Commercial
17010,0518GWH,CIGUG0000659570,Express Scripts,Commercial
17010,0518GWH,CIGUG0000659932,Express Scripts,Commercial
17010,0518GWH,CIGUG0000660187,Express Scripts,Commercial
17010,0518GWH,CIGUG0000661796,Express Scripts,Commercial
17010,0518GWH,npsc,Express Scripts,Commercial
17010,0518GWH,nr8a,Express Scripts,Commercial
17010,0518GWH,,Express Scripts,Commercial
17010,0519PAYR,721419,Express Scripts,Commercial
17010,0519PAYR,795316,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000712455,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000713897,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000716923,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000721419,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000737747,Express Scripts,Commercial
17010,0519PAYR,CIGPS0000795316,Express Scripts,Commercial
17010,CIMCARE,CGMAPDRX,Express Scripts,Medicare
17010,CIMCARE,CIGPDPRX,Express Scripts,Medicare
17010,CIMCARE,,Express Scripts,Medicare
17076,9999,19589100,Express Scripts,Commercial
17076,9999,a22176,Express Scripts,Commercial
17274,PDMI,99995085,TrueScripts,Commercial
17290,55101202,e1280,Express Scripts,Commercial
17290,55101202,X7540,Express Scripts,Commercial
17290,55101202,x7540,Express Scripts,Commercial
17290,ACR,99996001,Express Scripts,Commercial
17366,9999,BOE,Optum,Commercial
17366,9999,boe,Optum,Commercial
17366,9999,cbn,Optum,Commercial
17366,9999,CBN,Optum,Commercial
